Survey Date,trigger_transaction_description,payment_type,trigger_system_name,client_region,price_plan_name,tnps_generic_verbatim_answer,F_NPS_Score,F_EFF_Score,F_FTF_Question,Voice / EServices,Call Type,Cust Age Bucket,sentiment
2023-05-06 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,"RED 1,2GB 100min TopUp",I have sent my phone in for the third time to be repaired and it is still under warranty,0,0,No,Voice,Modify / Orders,44 - 54,0
2023-05-02 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,uChoose Flexi 230,,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,35 - 44,NaN
2023-05-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Eastern,uChoose Flexi 175,"I was only 1 day late to pay ,and they gave me R108 penalty, I have been with vodacom since they arrive,not happy with that thx",7,7,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44,0.166666667
2023-05-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,SMART TOP UP XS+,Quick response ??,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,55 - 64,0.333333333
2023-05-02 00:00:00,Modify,TopUp,Siebel_01,Eastern,"RED 2,4GB 200min TopUp",Was helped fast and professionally.,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.15
2023-05-04 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Northern Gauteng,uChoose Flexi 175,"The person who helped me was very friendly,  understandable en helpful",10,10,"Yes, straight away",Voice,Balance: Enquiry / Account,65+,0.4875
2023-05-06 00:00:00,Cannot Connect: Assisted,TopUp,Siebel_01,Limpopo,"RED 2,4GB 400min TopUp",I am a frustrated customer and my concern is not being addressed,0,0,No,Voice,Cannot Connect: Assisted / Network,35 - 44,-0.7
2023-05-03 00:00:00,Post2Hybrid,Postpaid,Siebel_01,Central,RED 600MB 50min,Consultant was making sure you understand everything while trying to resolve your problem,10,10,"Yes, straight away",Voice,Post2Hybrid / Orders,35 - 44,0.5
2023-05-06 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,,10,,"Yes, straight away",Voice,Modify / Orders,35 - 44,NaN
2023-05-04 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED 600MB 50min,The agents were awesome all of them,10,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,55 - 64,1
2023-05-02 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 600MB 50min - TopUp,Had to call several times before I could be assisted....but finally was assisted with good service,10,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,55 - 64,0.233333333
2023-05-03 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,"RED 1,2GB 200min TopUp",I had to wait much time to speak to the consultant,8,8,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,35 - 44,0.2
2023-05-03 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,uChoose Flexi 230,"How can other parts that needs payment added without my acknowledgement or consent to start with, It show some loopholes in Vodacom way of dealing with the contract holder.",7,6,Too early to tell,Voice,Bonus Bundle / Product,35 - 44,-0.125
2023-05-02 00:00:00,Modify,Prepaid,Siebel_01,Southern Gauteng,Prepaid150c,,10,,,Voice,Modify / Orders,,NaN
2023-05-02 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,Friendly and go extra mile to assist,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.1875
2023-05-05 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 230,,0,0,Too early to tell,Voice,Modify / Orders,25 - 34,NaN
2023-05-03 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,uChoose Flexi 390,,10,,"Yes, straight away",Voice,Modify / Orders,35 - 44,NaN
2023-05-02 00:00:00,Migration,TopUp,Siebel_01,Central,"RED 2,4GB 100min Top Up",My consultant was very friendly. She made sure we were on par in as far as the resolution is concerned. She also advised me well.,10,10,"Yes, straight away",Voice,Migration / Orders,35 - 44,0.3625
2023-06-06 00:00:00,Invoice and Statement,TopUp,TobiAssist_CC_C3D,Eastern,"RED 1,2GB 100min TopUp",10,10,10,"Yes, straight away",Voice,Invoice and Statement / Billing Enquiry,55 - 64,0
2023-06-06 00:00:00,Credit Note,Postpaid,TobiAssist_CC_C3D,Southern Gauteng,RED 600MB 50min,Very good service,10,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,44 - 54,0.91
2023-06-05 00:00:00,Modify,Prepaid,Siebel_01,Southern Gauteng,Prepaid150c,The consultant that assisted me was very friendly and that put me ay ease,10,10,"Yes, straight away",Voice,Modify / Orders,,0.4875
2023-05-02 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Northern Gauteng,Data - Top Up,My query was not resolved I will probably have to call back again as no explanation could be provided either,4,2,Too early to tell,Voice,Balance: Enquiry / Account,25 - 34,0
2023-05-03 00:00:00,Balance: Enquiry,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 125,Done,10,10,"Yes, straight away",Voice,Balance: Enquiry / Account,25 - 34,0
2023-05-04 00:00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Western,"RED 1,2GB 200min TopUp",Too early to tell,6,7,Too early to tell,Voice,Upgrade Order: Enquiry / Account,44 - 54,0.1
2023-07-26 00:00:00,PIN and PUK,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED 600MB 50min - TopUp,Quick and easy,10,10,"Yes, straight away",Voice,PIN and PUK / Product,18 - 24,0.383333333
2023-07-25 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,RED Flexi 75,Everything was perfect including the consultant was brilliant I always get satisfaction when I need in vodacom.,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,0.95
2023-07-26 00:00:00,Handset: Enquiry,TopUp,Siebel_01,Kwazulu Natal,"RED 1,2GB 100min TopUp",My issue still not resolved,10,10,Too early to tell,Voice,Handset: Enquiry / Device,35 - 44,0
2023-07-29 00:00:00,Authentication: Enquiry,TopUp,Siebel_01,Northern Gauteng,RED Flexi 75,The lady who was helping me is so sweet also the manner that handle my request is 100%  perfect thank so much,10,10,"Yes, straight away",Voice,Authentication: Enquiry / General,55 - 64,0.516666667
2023-07-24 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Eastern,"RED 1,2GB 100min TopUp",Every time I call Vodacom Customer Care line I get what I am calling for. I'm always satisfied with the Consultant help I get.,9,9,"Yes, straight away",Voice,Credit Note / Billing Enquiry,44 - 54,0.5
2023-05-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 2,4GB 200min TopUp",Good service,10,9,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44,0.7
2023-05-02 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,Top Up Data,More than satisfied with the service,8,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44,0.5
2023-05-02 00:00:00,Credit Note,Postpaid,TobiAssist_CC_C3D,Limpopo,RED VIP 40GB Unlimited,,0,0,Too early to tell,Voice,Credit Note / Billing Enquiry,35 - 44,NaN
2023-05-03 00:00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Mpumalanga,RED VIP 20GB Unlimited,Waiting time  - answering voice.,8,8,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,55 - 64,0
2023-05-03 00:00:00,Charges: Enquiry,TopUp,Siebel_01,Central,uChoose Flexi 65,To ensure easy&quick problem solving,10,10,"Yes, straight away",Voice,Charges: Enquiry / Account,44 - 54,0
2023-05-02 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED 600MB 50min - TopUp,,2,,,Voice,Airtime Advance / Product,35 - 44,NaN
2023-05-04 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,"RED 2,4GB 100min Top Up",,10,10,"Yes, straight away",Voice,Modify / Orders,18 - 24,NaN
2023-05-02 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,Data - Top Up,I'm was helped in a short period of time and the lady was very professional and made it easy for me to understand,10,10,"Yes, straight away",Voice,Bonus Bundle / Product,35 - 44,0.187777778
2023-05-02 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,uChoose Flexi 125,,10,10,"Yes, straight away",Voice,Modify / Orders,65+,NaN
2023-03-04 00:00:00,#!TransNameJourney!#,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,uChoose Flexi 175,I got good service,10,10,"Yes, but I had to contact Vodacom more than once",Voice,#!TransNameJourney!# / #!transTypeJourney!#,55 - 64,0.7
2023-08-02 00:00:00,Modify,TopUp,Siebel_01,Western,RED 600MB 50min - TopUp,Excellent service ,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,1
2023-08-01 00:00:00,Call Limit: Soft Lock Removed,TopUp,Siebel_01,Northern Gauteng,RED Flexi 260,"Had to go through numerous departments to get the correct person for help, once I was at the right department service was good and problem resolved",7,8,"Yes, straight away",Voice,Call Limit: Soft Lock Removed / Account,35 - 44,0.328571429
2023-08-03 00:00:00,Authentication: Enquiry,TopUp,Siebel_01,Western,"RED 1,2GB 100min TopUp",Call center consultant very helpful ,9,10,"Yes, straight away",Voice,Authentication: Enquiry / General,65+,0.05
2023-03-02 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Kwazulu Natal,RED 2GB 100min Top Up,,10,,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,35 - 44,NaN
2023-03-01 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,SMART TOP UP S+,Consultant was efficient and friendly,8,9,"Yes, straight away",Voice,Bonus Bundle / Product,44 - 54,0.375
2023-03-03 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,uChoose Flexi 230,For your good service you give your customers,10,10,Too early to tell,Voice,Modify / Orders,44 - 54,0.7
2023-03-03 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Top Up Data,You break contracts and are frauds. You will be reported to the customer protection commission,0,0,No,Voice,Modify / Orders,25 - 34,0
2023-03-01 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Northern Gauteng,uChoose Flexi 390,,10,,,Voice,Bonus Bundle / Product,35 - 44,NaN
2023-04-24 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,RED 500MB 50min TopUp,It's my best network I'm using so long,10,10,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,44 - 54,0.475
2023-04-24 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 500MB 50min TopUp,Vodacom agent are nice and respectful of their customers,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.55
2023-04-26 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,uChoose Flexi 230,The issue was resolved,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,0
2023-04-25 00:00:00,Modify,TopUp,Siebel_01,Eastern,Data - Top Up,Very sweet that person ,9,10,Too early to tell,Voice,Modify / Orders,44 - 54,0.455
2023-04-25 00:00:00,Authentication: Failed,TopUp,Siebel_01,Western,uChoose Flexi 125,Bad bad service since covid did not replace a dud phone that vodacom supplied,1,1,No,Voice,Authentication: Failed / General,55 - 64,-0.7
2023-08-16 00:00:00,Charges: Enquiry,TopUp,Siebel_01,Limpopo,RED Flexi 260,Done,8,4,Too early to tell,Voice,Charges: Enquiry / Account,35 - 44,0
2023-08-16 00:00:00,Airtime Advance,TopUp,TobiAssist_CC_C3D,Northern Gauteng,"RED 1,2GB 100min TopUp",,10,10,"Yes, straight away",Voice,Airtime Advance / Product,44 - 54,NaN
2023-08-18 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,Data - Top Up,My query was handle well and made easy by the urgent.,8,9,"Yes, straight away",Voice,Modify / Orders,25 - 34,0.433333333
2023-03-02 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Eastern,RED 1GB 100min TopUp,,10,,,Voice,Promise to Pay / Billing Enquiry,65+,NaN
2023-03-04 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 500MB 50min TopUp,"Linda n Dina were very patient with me
All that I needed was addressed 
Thank you my vodavom",10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,65+,0.2
2023-03-03 00:00:00,Modify,TopUp,Siebel_01,Kwazulu Natal,uChoose Flexi 230,,0,,,Voice,Modify / Orders,65+,NaN
2023-07-19 00:00:00,Modify,TopUp,Siebel_01,Central,Data - Top Up,,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,NaN
2023-07-19 00:00:00,Modify,TopUp,Siebel_01,Western,RED Flexi 75,It's for the excellent service that I received from the agent that was assisting me,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,1
2023-03-01 00:00:00,Migration,TopUp,Siebel_01,Western,RED 500MB 50min TopUp,Great service from the service agent,10,10,"Yes, straight away",Voice,Migration / Orders,25 - 34,0.8
2023-03-01 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Northern Gauteng,RED 10GB 200min TopUp,,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34,NaN
2023-03-03 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 500MB 50min TopUp,"The consultant was friendly and clear, she help me very quick",10,10,"Yes, straight away",Voice,Credit Note / Billing Enquiry,35 - 44,0.302777778
2023-03-01 00:00:00,Modify VAS,TopUp,TobiAssist_CC_C3D,Northern Gauteng,uChoose Flexi 65,,10,,"Yes, straight away",Voice,Modify VAS / Billing Enquiry,35 - 44,NaN
2023-06-21 00:00:00,Modify,TopUp,Siebel_01,Eastern,RED 600MB 50min - TopUp,My problem is still not resolved,7,7,No,Voice,Modify / Orders,25 - 34,0
2023-06-22 00:00:00,Modify,TopUp,Siebel_01,Western,"RED 2,4GB 100min Top Up",Good service,9,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0.7
2023-06-20 00:00:00,Modify,TopUp,Siebel_01,Western,RED 600MB 50min - TopUp,Very satisfied with vodacom well done team u always put a smile on my face ,10,10,"Yes, straight away",Voice,Modify / Orders,25 - 34,0.475
2023-03-17 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Western,uChoose Flexi 230,Consultant was very helpful and polite,10,9,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,55 - 64,0.2
2023-03-16 00:00:00,Promise to Pay,Postpaid,TobiAssist_CC_C3D,Kwazulu Natal,RED VIP 10GB Unlimited,Because my issues were resolved,10,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,44 - 54,0
2023-03-04 00:00:00,Modify,Prepaid,Siebel_01,Limpopo,Power Pack Plan,,10,,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,,NaN
2023-03-02 00:00:00,Modify,Postpaid,Siebel_01,Western,RED 2GB 200min,I was assisted and my questions resolved satisfactorily.,9,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,0
2023-03-04 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Western,SMART TOP UP S+,There's always a long wait to get through,8,8,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,44 - 54,-0.05
2023-03-04 00:00:00,Viewed proposed invoice,Postpaid,"Morpheus II, Contact Centre",Northern Gauteng,RED VIP 25GB Unlimited,Upgraded but had no feedback. First time i tried online. Wont donit again.,10,5,Too early to tell,Voice,Viewed proposed invoice / Billing Enquiry,44 - 54,0.25
2023-03-04 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 500MB 50min TopUp,"I have been a supporter and customer of vodacom for morethan 20yrs, it is your good service and customer care that still keeps me here.",10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,0.7
2023-03-03 00:00:00,SIM Swap Starter Pack,Prepaid,TobiAssist_CC_MII,Southern Gauteng,Power Pack Plan,Consultant knows her job,10,10,"Yes, straight away",Voice,SIM Swap Starter Pack / SIM Swap,,0
2023-03-04 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,RED 500MB 50min TopUp,You are the best,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,1
2023-03-03 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 500MB 50min TopUp,Agent,10,10,Too early to tell,Voice,Credit Note / Billing Enquiry,25 - 34,0
2023-03-01 00:00:00,Wasp Service - Opt Out,Prepaid,TobiAssist_CC_C3D,Eastern,Prepaid150c,Satisfied,10,10,"Yes, straight away",Voice,Wasp Service - Opt Out / Billing Enquiry,,0.5
2023-06-13 00:00:00,Credit Note,TopUp,TobiAssist_CC_C3D,Southern Gauteng,uChoose Flexi 125,,10,8,"Yes, but I had to contact Vodacom more than once",Voice,Credit Note / Billing Enquiry,65+,NaN
2023-03-03 00:00:00,Promise to Pay,TopUp,TobiAssist_CC_C3D,Mpumalanga,RED 500MB 50min TopUp,I'm happy coz My problem was solved,9,10,"Yes, straight away",Voice,Promise to Pay / Billing Enquiry,25 - 34,0.8
2023-03-02 00:00:00,SIM Swap,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 125,,8,,,Voice,SIM Swap / Orders,35 - 44,NaN
2023-03-01 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,Large Data,"The lady who helped me Thandi, was very patient and helpful",10,9,"Yes, straight away",Voice,Modify / Orders,18 - 24,0.2
2023-03-03 00:00:00,Missing Airtime,TopUp,TobiAssist_CC_C3D,Limpopo,uChoose Flexi 65,I got help on what was bothering me so easily,9,10,"Yes, straight away",Voice,Missing Airtime / Billing Enquiry,35 - 44,0.433333333
2023-03-01 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Western,uChoose Flexi 230,Price increase not fair and honest. I was supposed to get free 3 Gig data for 3 months. Could change plan for 3 months. Now 3 Gig I do not need is automatically added at high cost,5,2,No,Voice,Bonus Bundle / Product,65+,0.2025
2023-04-08 00:00:00,Modify,Postpaid,Siebel_01,Southern Gauteng,RED 1GB 100min,The consultation was amazing.,10,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.6
2023-03-02 00:00:00,Modify,TopUp,Siebel_01,Northern Gauteng,uChoose Flexi 230,"Very helpful and kind person, new what she was talking about it.",10,10,"Yes, straight away",Voice,Modify / Orders,65+,0.312121212
2023-03-01 00:00:00,Modify,TopUp,Siebel_01,Mpumalanga,uChoose Flexi 230,I got the explanation for my question,9,9,"Yes, straight away",Voice,Modify / Orders,35 - 44,0
2023-03-01 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 500MB 50min TopUp,Very helpful agent.,10,10,"Yes, straight away",Voice,Modify / Orders,44 - 54,0.2
2023-03-02 00:00:00,Invoice/Statement: Service Request Created,TopUp,Siebel_01,Western,uChoose Flexi 175,,10,,Too early to tell,Voice,Invoice/Statement: Service Request Created / Account,55 - 64,NaN
2023-03-03 00:00:00,Bonus Bundle,Postpaid,TobiAssist_CC_C3D,Eastern,RED 2GB 100min,,10,,"Yes, straight away",Voice,Bonus Bundle / Product,25 - 34,NaN
2023-03-01 00:00:00,Bank Details: Updated,Postpaid,Siebel_01,Limpopo,RED 500MB 50min,"Vodacom has the best service ever,amongst all the mobile cellphone service providers",10,10,"Yes, straight away",Voice,Bank Details: Updated / Account,35 - 44,1
2023-03-01 00:00:00,Cancellation Order: Enquiry,TopUp,Siebel_01,Mpumalanga,uChoose Flexi 125,,1,,No,Voice,Cancellation Order: Enquiry / Account,44 - 54,NaN
2023-03-02 00:00:00,Upgrade Order: Enquiry,TopUp,Siebel_01,Southern Gauteng,uChoose Flexi 175,You put me on the wrong contract when I didn't even ask to be migrated. And now I am being fraudulently billed for something that I contractually didn't agree to and no one is helping me,0,0,No,Voice,Upgrade Order: Enquiry / Account,35 - 44,-0.5
2023-03-03 00:00:00,Bonus Bundle,TopUp,TobiAssist_CC_C3D,Southern Gauteng,RED 2GB 200min TopUp,Consultant was helpful as she could be but not able to resolve query as I had been given incorrect information from 3rd party consultant who offered me the Plan which wasn't what I had agreed to,5,4,No,Voice,Bonus Bundle / Product,44 - 54,-0.125
2023-03-01 00:00:00,Modify,Prepaid,Siebel_01,Limpopo,NXT LVL,I didn't have network for 3days I kept calling until I recovered my network today,10,10,No,Voice,Modify / Orders,,0
2023-03-03 00:00:00,Modify,TopUp,Siebel_01,Eastern,uChoose Flexi 230,"Leanna assist me with my request, and resolved my request immediately.",10,10,"Yes, straight away",Voice,Modify / Orders,55 - 64,0
2023-03-02 00:00:00,Modify,TopUp,Siebel_01,Southern Gauteng,RED 2GB 200min TopUp,"Repetitive security questions, took too long ; overall good experience",10,8,"Yes, but I had to contact Vodacom more than once",Voice,Modify / Orders,44 - 54,0.1
2023-03-02 00:00:00,Modify,TopUp,Siebel_01,,uChoose Flexi 175,Because i was really helped,9,10,"Yes, straight away",Voice,Modify / Orders,35 - 44,0.2
2023-03-01 00:00:00,Modify,TopUp,Siebel_01,Eastern,uChoose Flexi 125,1,10,4,Too early to tell,Voice,Modify / Orders,44 - 54,0
